1422735442,1392328037,412755077,1427715819,1422735458
694300173,3916226274,1107582352,694302375
251932276,251951058,2121788378
2900144370,1082551676,1386029834
1047886925,4686348881
1141907389,1141907427,1141907456,1195213638
1796883593,1796883630,1796883617
2077516260,1463860239,2077516266
2669665756,2609270942,2609270945
1303901235,1141907406,2386250605
1990688435,1990688437,249719711
4208619081,2967071282,832786711
813015615,1331908768,1313123284
1107382858,1107383021,1438273708,1107382872
1385609709,1391221710
1342320632,1342320657,1342320623
1237275150,1237275123,1237275061
2433372192,1369860666,2079100504
3225950283,1253620469,3225950284
1106239757,1376405360,949698345,1073587076
1237275100,1237275040,1237275240
1831721012,1831721015,1831721011
2334187990,426638625,1388755403
1821311094,1821311096,1821311092
1645234949,2381120943,1227577505
1215188746,1350021319,1137823927
1193821473,2906626091,2906626090
1203081941,1203082038,1203082395,1203081450
1228837563,1228837568,1228837572
1088211644,1088211933,1088211771
223419367,559620307,1148617028,223433957
250587203,250587320,1215189544
369333304,1431596843,2083468934,1433292380,1433292384
495979475,2418024053,2076354507,1227928654
223424096,4491073953,223424100
2824326699,1422735447,800954279
1562564744,1562564756
530554096,530554095,530554097
3793062758,3793062757,3793062759
944461242,2596283415,944461315
1383957928,1401264513,1084164585
1849714436,1849714440,2064088981
1115081400,1990773450,697304988,1367540930
1821311171,1821311173,1821311169
2077516254,3944101349,2077516245
1434079166,1382607032,423806782
317513154,1150989717,1150989741
5284527605,5284527604,5284527606
1141978233,1141978234,249719712,249719836
1116052290,1116052438,1395573152
277510669,4491057678,4491057670
4385266200,701851759,1209208978
1124570246,494779723,2647259459
1420704151,1420704162,250893300,1420704155
2499648326,1335953460,1335953315
2596282182,1088194725,1088194772
2004084287,2004084288,2004084284
423802769,762550691,770052073,3485867445
1072346606,2326625666,2326625608
251964262,251954595,251964264
767150871,250587309,1228990112
1237525617,1237525516,2628359340
1434141297,870541971,369332547
1141907321,1141907400,1203082585
1193796899,1193796903,1193796901
1615595862,1203081948,1203082405,1615595860,1615595864
1434759793,1434759805,1368603307
1821311058,1821311072,1821311040
3797187162,1119699851,301947161,3797187163
223419306,5429399327,223419307
1904033963,1904033960,1904033965
538469056,223430008,223430010
3907743816,1139109654,1139109404,3907743817
1185574054,1185574044,1185574339
251961622,251961621,778510559
561090085,561090084,561090087
1990754193,697305867,1990754192
824176568,824176006,824175922
1185552928,1185552890,1185552909
1203082394,1203081939,1203082315
1330636938,1161524099,223408569
4087557700,4087557699,4087557701
1225471588,1225471415,1225471605,4087527136
1990743148,317513747,1990743152
5358952263,5358952262,5358952264
4368547854,4368547853,4368547851
1237275197,1237275035,1237275213
1142035101,1234589217,1142035161
2409462512,317513745,1165293330
824176100,301945576,824175995
1229547295,1229547247,1229547523,1229547251,1229547245
2320275578,2322704922,2322704921
1781489879,1562564666,2402098631
2386026328,2386026341,2386026327,2386250213
3397931796,3397931798,3397931797,3397931795
412744008,395551266,412744088
1247297006,1247296933,1247296919
1342501893,411725386,1097140269
1489293866,1489293875,1203082033,1203081940
1229547247,1229547434,1229547295
1990814586,1990814582,1990814590
1142034828,1142035407,1142035094
1170632634,1170633057,1170633619
1207201129,1207201147,1207201178
2326624759,2326624757,2326624772,2326624755
2900415193,2900415192,2900415194
474411961,2411760717,768023164,251064252
1173893255,1173893231,1173893247
1234578579,1234578568,1988287055
1849713428,1434759809,2064088810
3398439245,3398439254,3398439238
369341935,369341934,1227592928
1831720928,1821310995,1831720929
1386042503,1386042500,1386042428
3156138835,3156138834,2861325036,5362809321
301947166,1386042420,301947167
1084293398,369340993,1990773473
4724645510,1644071049,4724645511
1203081618,1203082020,1203082180
1225471587,5246681320,1473262797
1228874795,1228874752,1990754246
411725395,411725392,411725396
1241167473,1241167548,1241167518
1839743583,1839743581,1839743599
1139109711,767113141,1139109662
480675467,480675465,480675469
1395573152,1116052290,2271842567
3218559278,3218523582,3218539395
1368603751,697304880,697304879
2433372058,249716060,788123264
1156237151,1156237160,423194715
1088211797,1088211679,4852302448,1088211907
2451243248,5239276159,2451243245
1989399915,1417009296,1416254185
1376403320,1376403305,1372494340
3780901035,1991910906,3780901036
530554064,530554063,530554065
2489025070,2489025072,2997233939
223424101,1203081517,1203082513
3907788507,3907788506,3907788508
1203082118,1203081551,1203082046
800954701,251064369,251064368
1088667226,1088667080,1088666845
2270324252,2270324278,2270324251
1192545340,1192545482,1192545206
2083468934,369333304,369333214
1990754199,1249802185,1990754197
2641110150,1121243245,1121243236
369339233,1227589129,369339234
1434759719,1434759722,1788278480,1434759674,1788278495
1858145098,1858145095,1858145094
5239276138,2451243225,2451243228
837947802,837947783,837947825
289468977,944460790,1084293330
1203082343,1203081573,1141907405,1203081532
1390375888,1083930623,1083930619
2154782342,2154782207,2154782404
2402098377,2402098388
1227592931,607958049,1990773436
1831720941,1831720939,1831720944
1129246395,252460198,252460199
1552265827,1385609555,1544306706,1552265701
1083930564,1419015869,1368615779,1408128113,1420651849
1252684137,1252683973,1252683929
1834997188,1796883592,1796883591
1033478327,788123596,3781985469
1173893239,1173893231
1229547297,1313145304,1229547344
1198047634,1198047511,1198047751
1174222125,1174222089,1174222387,1174222230
2064088782,1849713337,1849713466
1904033752,1193821475,1193821456
2757848579,2757848578,2757848581
3719788386,1429968858,1124570254,3968630424
2106862029,2106862061
2411842540,2411842544,2411842519
1185540402,1185540379,1185540419
1203082567,1203081483,1203081814
2854547000,1045450254,423792292
1088211791,1088211603,1088211906
1203081942,1203081365,1203081523
1424874274,1424874277,1424874270
1424874374,1424874360
1821311072,1821311082,1821311058
1234377725,1234377755
223408564,1420851397,1420851387
1424873881,1424873888,1424873870
1991910932,1991910905,1991910966
1990743325,1990743327,1990743316
1237525442,1237525465,1237525546,1237525822
3719788383,1191296888,1429968858,3968630424
2079091706,2079091730,2079091700
1166155453,2409462814,1166155449
1237525789,1237525498,1237525709
251961616,251961615,251963794
1463860199,1463860192,1417009301
1858145052,4658430739,4658430740
800954276,1088789143,1247296869
479099191,479099190,1437207666
2154782066,2154782073,2154782058
1366947371,317513755,1366947382
223433946,1901717222,1901717210
1163241791,1163242760,1163213024
1991911129,1991911127,1991911131
1227715701,1227715727,1227715714
1240972734,1240971720,1240972851,1240971054,1240972397
223424104,1203082513,1203081420
1823855826,2153161160,423198671
1083930581,223439751,223439752
702739573,2079012223,692993321
1424873745,1424873744,1424873755
1904033743,1193821456,1904033738
5103191347,3714668913,5103191348
251963011,1227581422,1227581421
1200457286,1200491174,1200457255
1141764940,1376437567,1141764926,1141764917
1174222186,1174222508,1174222195
1229547372,1229547315,1229547211
3713076338,3968630431,494779726
800954528,2902118865,800954552
1237275175,1237275195
1174222151,1174222548,1174222218
5429399327,5429399326,223419306
5246601857,5246601856,5246601858
607960571,607960570,1228834013
1229547267,2411842308,1229547321,1229547335
1440046513,1440046514,2411842435
1986802044,1986802090
1082569433,1082569589,1082569514,1082569475,1192361679
